title,videoUrl,channelName,channelUrl,videoId,label,label_source,label_version,label_confidence,categoryId
master data analysis on excel in just 10 minutes,https://www.youtube.com/watch?v=_g5roKHj95o,kenji explains,https://www.youtube.com/channel/UCkHdBeQ4DuvBXTahMYZVlMA,_g5roKHj95o,1,category,cat-v1,0.6,27
standard normal distribution tables z scores probability  empirical rule   stats,https://www.youtube.com/watch?v=CjF_yQ2N638,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,CjF_yQ2N638,1,category,cat-v1,0.6,27
statistics one shot  full chapter  class 9 maths  chapter 14,https://www.youtube.com/watch?v=Ol-y2HO18Kg,pw class 9  neev,https://www.youtube.com/channel/UCVs9oKvZbUe0Mq9zBL62ZSw,Ol-y2HO18Kg,1,category,cat-v1,0.6,27
statistics  mean median  mode for a grouped frequency data,https://www.youtube.com/watch?v=RALOqYe9JEI,vectors academy,https://www.youtube.com/channel/UCFUTIAx5h703U3gEcM1157Q,RALOqYe9JEI,1,category,cat-v1,0.6,27
3 essential skills you can start learning today excel shorts,https://www.youtube.com/watch?v=yOpZ5dz8yng,error makes clever,https://www.youtube.com/channel/UCwr-evhuzGZgDFrq_1pLt_A,yOpZ5dz8yng,1,category,cat-v1,0.6,27
mean median mode range,https://www.youtube.com/watch?v=RUVplPR2Mgc,mathcelebrity,https://www.youtube.com/channel/UCWIa4D0zR6i0ANoGFTNe46g,RUVplPR2Mgc,1,category,cat-v1,0.6,27
mean median and mode of grouped datalesson 1,https://www.youtube.com/watch?v=Urz4NGkXwis,oninab resources,https://www.youtube.com/channel/UCMPwUBfQerqVwHO_TiKjuxg,Urz4NGkXwis,1,category,cat-v1,0.6,27
correlation coefficient,https://www.youtube.com/watch?v=11c9cs6WpJU,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,11c9cs6WpJU,1,category,cat-v1,0.6,27
01 how to use spss  an introduction to spss for beginners,https://www.youtube.com/watch?v=_zFBUfZEBWQ,research by design,https://www.youtube.com/channel/UCXLbK1bH-w1oklGm4dLYrHw,_zFBUfZEBWQ,1,category,cat-v1,0.6,27
finding the probability of a binomial distribution plus mean  standard deviation,https://www.youtube.com/watch?v=3PWKQiLK41M,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,3PWKQiLK41M,1,category,cat-v1,0.6,27
a powerpoint idea for your next presentation ✨ powerpoint mspowerpoint powerpointtutorial,https://www.youtube.com/watch?v=iOvznRQEuoc,luis urrutia,https://www.youtube.com/channel/UC0Pa0bQ0LU-NL1v-B1Eg3lQ,iOvznRQEuoc,1,category,cat-v1,0.6,27
power bi full course tutorial 8 hours,https://www.youtube.com/watch?v=e6QD8lP-m6E,learn skills daily,https://www.youtube.com/channel/UCqyBfm_H9ugGirk1ufYA2YA,e6QD8lP-m6E,1,category,cat-v1,0.6,27
data analyst portfolio project  sql data exploration  project 14,https://www.youtube.com/watch?v=qfyynHBFOsM,alex the analyst,https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg,qfyynHBFOsM,1,category,cat-v1,0.6,27
how to calculate percentage in excel  percentage formula shorts excel,https://www.youtube.com/watch?v=m0nwGntFSdw,tutorialspoint,https://www.youtube.com/channel/UCVLbzhxVTiTLiVKeGV7WEBg,m0nwGntFSdw,1,category,cat-v1,0.6,27
introduction to statistics,https://www.youtube.com/watch?v=XZo4xyJXCak,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,XZo4xyJXCak,1,category,cat-v1,0.6,27
standard deviation formula statistics variance sample and population mean,https://www.youtube.com/watch?v=Uk98hiMQgN0,the organic chemistry tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA,Uk98hiMQgN0,1,category,cat-v1,0.6,27
dont consolidate data manually in excel️instead use amazing trick day 21  learn excel exceltips,https://www.youtube.com/watch?v=0W_nKAnvrXc,short and clear excel,https://www.youtube.com/channel/UCXaOCH5VB0s-fZAzFFFE5nA,0W_nKAnvrXc,1,category,cat-v1,0.6,27
big data in 5 minutes  what is big data big data analytics  big data tutorial  simplilearn,https://www.youtube.com/watch?v=bAyrObl7TYE,simplilearn,https://www.youtube.com/channel/UCsvqVGtbbyHaMoevxPAq9Fg,bAyrObl7TYE,1,category,cat-v1,0.6,27
variables and data types  python tutorial  day 6,https://www.youtube.com/watch?v=ORCuz7s5cCY,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,ORCuz7s5cCY,1,category,cat-v1,0.6,27
what is statistics crash course statistics 1,https://www.youtube.com/watch?v=sxQaBpKfDRk,crashcourse,https://www.youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q,sxQaBpKfDRk,1,category,cat-v1,0.6,27
statistics for data science  probability and statistics  statistics tutorial  phd stanford,https://www.youtube.com/watch?v=Vfo5le26IhY,great learning,https://www.youtube.com/channel/UCObs0kLIrDjX2LLSybqNaEA,Vfo5le26IhY,1,category,cat-v1,0.6,27
what is data analytics  an introduction full guide,https://www.youtube.com/watch?v=yZvFH7B6gKI,careerfoundry,https://www.youtube.com/channel/UCzAF54cHk1ZO82af-8E3qOQ,yZvFH7B6gKI,1,category,cat-v1,0.6,27
chi square test,https://www.youtube.com/watch?v=f53nXHoMXx4,vectors academy,https://www.youtube.com/channel/UCFUTIAx5h703U3gEcM1157Q,f53nXHoMXx4,1,category,cat-v1,0.6,27
02  random variables and discrete probability distributions,https://www.youtube.com/watch?v=UnzbuqgU2LE,math and science,https://www.youtube.com/channel/UCYgL81lc7DOLNhnel1_J6Vg,UnzbuqgU2LE,1,category,cat-v1,0.6,27
c language tutorial for beginners with notes  practice questions,https://www.youtube.com/watch?v=irqbmMNs2Bo,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,irqbmMNs2Bo,1,category,cat-v1,0.6,27
learn python  full course for beginners tutorial,https://www.youtube.com/watch?v=rfscVS0vtbw,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,rfscVS0vtbw,1,category,cat-v1,0.6,27
python full course for beginners,https://www.youtube.com/watch?v=_uQrJ0TkZlc,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,_uQrJ0TkZlc,1,category,cat-v1,0.6,27
html tutorial for beginners  complete html with notes  code,https://www.youtube.com/watch?v=HcOc7P5BMi4,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,HcOc7P5BMi4,1,category,cat-v1,0.6,27
python tutorial for beginners in hindi with notes ,https://www.youtube.com/watch?v=gfDE2a7MKjA,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,gfDE2a7MKjA,1,category,cat-v1,0.6,27
python for beginners  learn coding with python in 1 hour,https://www.youtube.com/watch?v=kqtD5dpn9C8,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,kqtD5dpn9C8,1,category,cat-v1,0.6,27
python tutorial for beginners in hindi  complete python course ,https://www.youtube.com/watch?v=UrsmFxEIp5k,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,UrsmFxEIp5k,1,category,cat-v1,0.6,27
c programming tutorial for beginners,https://www.youtube.com/watch?v=KJgsSFOSQv0,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,KJgsSFOSQv0,1,category,cat-v1,0.6,27
sql course for beginners full course,https://www.youtube.com/watch?v=7S_tz1z_5bA,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,7S_tz1z_5bA,1,category,cat-v1,0.6,27
python tutorial for beginners  full course with notes  practice questions,https://www.youtube.com/watch?v=ERCMXc8x7mc,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,ERCMXc8x7mc,1,category,cat-v1,0.6,27
python tutorial for beginners  learn python in 15 hours,https://www.youtube.com/watch?v=vLqTf2b6GZw,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,vLqTf2b6GZw,1,category,cat-v1,0.6,27
introduction to programming  python  python tutorial  day 1,https://www.youtube.com/watch?v=7wnove7K-ZQ,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,7wnove7K-ZQ,1,category,cat-v1,0.6,27
4 years of coding in 4 minutes  a short movie,https://www.youtube.com/watch?v=_N6j8HXPt2U,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,_N6j8HXPt2U,1,category,cat-v1,0.6,27
how to start coding  programming for beginners  learn coding  intellipaat,https://www.youtube.com/watch?v=HIj8wU_rGIU,intellipaat,https://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg,HIj8wU_rGIU,1,category,cat-v1,0.6,27
python full course for free ,https://www.youtube.com/watch?v=ix9cRaBkVe0,bro code,https://www.youtube.com/channel/UC4SVo0Ue36XCfOyb5Lh1viQ,ix9cRaBkVe0,1,category,cat-v1,0.6,27
how to start coding learn programming for beginners,https://www.youtube.com/watch?v=eKqY-oP1d_Y,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,eKqY-oP1d_Y,1,category,cat-v1,0.6,27
python tutorial for absolute beginners 1  what are variables,https://www.youtube.com/watch?v=Z1Yd7upQsXY,cs dojo,https://www.youtube.com/channel/UCxX9wt5FWQUAAz4UrysqK9A,Z1Yd7upQsXY,1,category,cat-v1,0.6,27
harvard cs50’s introduction to programming with python – full university course,https://www.youtube.com/watch?v=nLRL_NcnK-4,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,nLRL_NcnK-4,1,category,cat-v1,0.6,27
python full course for beginners in 16 hour with projects  questions  learn python tutorial,https://www.youtube.com/watch?v=sCOw5y1RQpY,wscube tech,https://www.youtube.com/channel/UC0T6MVd3wQDB5ICAe45OxaQ,sCOw5y1RQpY,1,category,cat-v1,0.6,27
python for everybody  full university python course,https://www.youtube.com/watch?v=8DvywoWv6fI,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,8DvywoWv6fI,1,category,cat-v1,0.6,27
python tutorial  python full course for beginners in tamil,https://www.youtube.com/watch?v=m67-bOpOoPU,error makes clever,https://www.youtube.com/channel/UCwr-evhuzGZgDFrq_1pLt_A,m67-bOpOoPU,1,category,cat-v1,0.6,27
struggling with python programming learn it in a  simplest way shorts pythonprogramming,https://www.youtube.com/watch?v=ufRLns-QQh0,error makes clever,https://www.youtube.com/channel/UCwr-evhuzGZgDFrq_1pLt_A,ufRLns-QQh0,1,category,cat-v1,0.6,27
python full course  12 hours  python for beginners  full course  python tutorial  edureka,https://www.youtube.com/watch?v=WGJJIrtnfpk,edureka,https://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ,WGJJIrtnfpk,1,category,cat-v1,0.6,27
python tutorial for beginners  learn python in 5 hours full course,https://www.youtube.com/watch?v=t8pPdKYpowI,techworld with nana,https://www.youtube.com/channel/UCdngmbVKX1Tgre699-XLlUA,t8pPdKYpowI,1,category,cat-v1,0.6,27
drone programming with python course  3 hours  including x4 projects  computer vision,https://www.youtube.com/watch?v=LmEcyQnfpDA,murtazas workshop  robotics and ai,https://www.youtube.com/channel/UCYUjYU5FveRAscQ8V21w81A,LmEcyQnfpDA,1,category,cat-v1,0.6,27
c tutorial for beginners  learn c in 1 hour,https://www.youtube.com/watch?v=ZzaPdXTrSb8,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,ZzaPdXTrSb8,1,category,cat-v1,0.6,27
python full course for beginners,https://www.youtube.com/watch?v=K5KVEU3aaeQ,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,K5KVEU3aaeQ,1,category,cat-v1,0.6,27
how to become a senior developer ♥️  programming javascript python coding developer coder ,https://www.youtube.com/watch?v=yymyLXPbP1Y,divine classes an institution of education,https://www.youtube.com/channel/UCrqAddL1VDf4e5V1AojoOYQ,yymyLXPbP1Y,1,category,cat-v1,0.6,27
react tutorial for beginners,https://www.youtube.com/watch?v=SqcY0GlETPk,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,SqcY0GlETPk,1,category,cat-v1,0.6,27
solar system  html css,https://www.youtube.com/watch?v=LOSCrYq0ZB4,learning axis,https://www.youtube.com/channel/UCJaX72yu95GttcLP2u92Oew,LOSCrYq0ZB4,1,category,cat-v1,0.6,27
top 8 fastest programing languages in 2024 check discription,https://www.youtube.com/watch?v=Fm3iH1PPgMw,vlog with engineer ,https://www.youtube.com/channel/UCjhdBsNZvpbgPlnwNMHEc1w,Fm3iH1PPgMw,1,category,cat-v1,0.6,27
python programming,https://www.youtube.com/watch?v=N4mEzFDjqtA,derek banas,https://www.youtube.com/channel/UCwRXb5dUK4cvsHbx-rGzSgw,N4mEzFDjqtA,1,category,cat-v1,0.6,27
opencv course  full tutorial with python,https://www.youtube.com/watch?v=oXlwWbU8l2o,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,oXlwWbU8l2o,1,category,cat-v1,0.6,27
how to learn to code,https://www.youtube.com/watch?v=NGlX-1jhYJE,gohar khan,https://www.youtube.com/channel/UCPk2s5c4R_d-EUUNvFFODoA,NGlX-1jhYJE,1,category,cat-v1,0.6,27
python oop tutorial 1 classes and instances,https://www.youtube.com/watch?v=ZDa-Z5JzLYM,corey schafer,https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g,ZDa-Z5JzLYM,1,category,cat-v1,0.6,27
learn coding  get a job in 2026 ,https://www.youtube.com/watch?v=0HyIda5eub8,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,0HyIda5eub8,1,category,cat-v1,0.6,27
how much a python developer earn   python developer salary in india shorts simplilearn,https://www.youtube.com/watch?v=o4F3G5g5H-Y,simplilearn,https://www.youtube.com/channel/UCsvqVGtbbyHaMoevxPAq9Fg,o4F3G5g5H-Y,1,category,cat-v1,0.6,27
bfs vs dfs in maze coding visualization dsa algorithm programming javascript  python,https://www.youtube.com/watch?v=0tbhUumLwLQ,coding blocks,https://www.youtube.com/channel/UCICWIYEx2mo4wYZzLwJ7wVw,0tbhUumLwLQ,1,category,cat-v1,0.6,27
python for beginners – full course programming tutorial,https://www.youtube.com/watch?v=eWRfhZUzrAc,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,eWRfhZUzrAc,1,category,cat-v1,0.6,27
intermediate python programming course,https://www.youtube.com/watch?v=HGOBQPFzWKo,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,HGOBQPFzWKo,1,category,cat-v1,0.6,27
🦎 reptilestyle interactive cursor tail  ripple  htmlcssjs shorts viral codewithlord,https://www.youtube.com/watch?v=ZKk5biPk3S8,codewithlord ,https://www.youtube.com/channel/UCDpwSLdj3lwIu-dN3f0Ir5A,ZKk5biPk3S8,1,category,cat-v1,0.6,27
తెలుగులో python నేర్చుకోండి  learn python programming from basics with examples 2025,https://www.youtube.com/watch?v=9hVzEKZQyMU,sundeep saradhi kanthety,https://www.youtube.com/channel/UC63URkuUvnugRBeTNqmToKg,9hVzEKZQyMU,1,category,cat-v1,0.6,27
which programming language do developers prefer in 2024  intellipaat shorts programminglanguage,https://www.youtube.com/watch?v=-lHQEZjWbLI,intellipaat,https://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg,-lHQEZjWbLI,1,category,cat-v1,0.6,27
python tutorial for beginners 1 install and setup for mac and windows,https://www.youtube.com/watch?v=YYXdXT2l-Gg,corey schafer,https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g,YYXdXT2l-Gg,1,category,cat-v1,0.6,27
created reptile  html  css  javascript youtubeshorts trending coding animation ai learning,https://www.youtube.com/watch?v=Y3Lmf5QoaKA,shivin tutorial,https://www.youtube.com/channel/UCSSIHLR6QUvioALzCYkj0_A,Y3Lmf5QoaKA,1,category,cat-v1,0.6,27
apprendre python tuto programmation complet débutant,https://www.youtube.com/watch?v=oUJolR5bX6g,codeavecjonathan,https://www.youtube.com/channel/UCnjZz4nv490fE4SzUacSbBA,oUJolR5bX6g,1,category,cat-v1,0.6,27
python object oriented programming oop  for beginners,https://www.youtube.com/watch?v=JeznW_7DlB0,tech with tim,https://www.youtube.com/channel/UC4JX40jDee_tINbkjycV4Sg,JeznW_7DlB0,1,category,cat-v1,0.6,27
c vs python hello world program  coding shorts coding javascript python,https://www.youtube.com/watch?v=WoaMeKdZBA8,codewithmay,https://www.youtube.com/channel/UCtIsKdJL9hQKhahQ5yXHIKQ,WoaMeKdZBA8,1,category,cat-v1,0.6,27
advanced algorithms compsci 224 lecture 1,https://www.youtube.com/watch?v=0JUN9aDxVmI,harvard university,https://www.youtube.com/channel/UCLv7Gzc3VTO6ggFlXY0sOyw,0JUN9aDxVmI,1,category,cat-v1,0.6,27
introduction to data structures  algorithms,https://www.youtube.com/watch?v=5_5oE5lgrhw,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,5_5oE5lgrhw,1,category,cat-v1,0.6,27
data structures easy to advanced course  full tutorial from a google engineer,https://www.youtube.com/watch?v=RBSGKlAvoiM,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,RBSGKlAvoiM,1,category,cat-v1,0.6,27
1 introduction to algorithms,https://www.youtube.com/watch?v=0IAPZzGSbME,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,0IAPZzGSbME,1,category,cat-v1,0.6,27
lecture 1  flowchart  pseudocode  installation  dsa series by shradha khapra maam  c,https://www.youtube.com/watch?v=VTLCoHnyACE,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,VTLCoHnyACE,1,category,cat-v1,0.6,27
lecture 1 algorithmic thinking peak finding,https://www.youtube.com/watch?v=HtSuA80QTyo,mit opencourseware,https://www.youtube.com/channel/UCEBb1b_L6zDS3xTUrIALZOw,HtSuA80QTyo,1,category,cat-v1,0.6,27
best data structures  algorithms dsa course  clear any faang interview,https://www.youtube.com/watch?v=rZ41y93P2Qo,kunal kushwaha,https://www.youtube.com/channel/UCBGOUQHNNtNGcGzVq5rIXjw,rZ41y93P2Qo,1,category,cat-v1,0.6,27
51 graph traversals  bfs  dfs breadth first search and depth first search,https://www.youtube.com/watch?v=pcKY4hjDrxk,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,pcKY4hjDrxk,1,category,cat-v1,0.6,27
36 dijkstra algorithm  single source shortest path  greedy method,https://www.youtube.com/watch?v=XB4MIexjvY0,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,XB4MIexjvY0,1,category,cat-v1,0.6,27
11 arrays in data structure  declaration initialization memory representation,https://www.youtube.com/watch?v=AT14lCXuMKI,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,AT14lCXuMKI,1,category,cat-v1,0.6,27
281  quicksort algorithm,https://www.youtube.com/watch?v=7h1s2SojIRw,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,7h1s2SojIRw,1,category,cat-v1,0.6,27
data structures  full course using c and c,https://www.youtube.com/watch?v=B31LgI4Y4DQ,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,B31LgI4Y4DQ,1,category,cat-v1,0.6,27
35 prims and kruskals algorithms  greedy method,https://www.youtube.com/watch?v=4ZlRH0eK-qQ,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,4ZlRH0eK-qQ,1,category,cat-v1,0.6,27
l410 dijkstras algorithm  single source shortest path  greedy method,https://www.youtube.com/watch?v=Gd92jSu_cZk,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,Gd92jSu_cZk,1,category,cat-v1,0.6,27
l31 how quick sort works  performance of quick sort with example  divide and conquer,https://www.youtube.com/watch?v=tWCaFVJMUi8,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,tWCaFVJMUi8,1,category,cat-v1,0.6,27
42 all pairs shortest path floydwarshall  dynamic programming,https://www.youtube.com/watch?v=oNI0rf2P9gE,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,oNI0rf2P9gE,1,category,cat-v1,0.6,27
76 quick sort in data structure  sorting algorithm  dsa full course,https://www.youtube.com/watch?v=QN9hnmAgmOc,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,QN9hnmAgmOc,1,category,cat-v1,0.6,27
c basics in one shot  strivers a2z dsa course  l1,https://www.youtube.com/watch?v=EAR7De6Goz4,take u forward,https://www.youtube.com/channel/UCJskGeByzRRSvmOyZOz61ig,EAR7De6Goz4,1,category,cat-v1,0.6,27
62 bfs and dfs graph traversals breadth first search and depth first search  data structures,https://www.youtube.com/watch?v=vf-cxgUXcMk,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,vf-cxgUXcMk,1,category,cat-v1,0.6,27
l13 asymptotic notations  big o  big omega  theta notations  most imp topic of algorithm,https://www.youtube.com/watch?v=7dz8Iaf_weM,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,7dz8Iaf_weM,1,category,cat-v1,0.6,27
data structures and algorithms in python  full course for beginners,https://www.youtube.com/watch?v=pkYVOmU3MgA,freecodecamporg,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,pkYVOmU3MgA,1,category,cat-v1,0.6,27
151 time complexity 1,https://www.youtube.com/watch?v=9TlHvipP5yA,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,9TlHvipP5yA,1,category,cat-v1,0.6,27
263 heap  heap sort  heapify  priority queues,https://www.youtube.com/watch?v=HqPJF2L5h9U,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,HqPJF2L5h9U,1,category,cat-v1,0.6,27
l48 kruskal algorithm for minimum spanning tree in hindi  algorithm,https://www.youtube.com/watch?v=huQojf2tevI,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,huQojf2tevI,1,category,cat-v1,0.6,27
complete ds data structure in one shot  semester exam  hindi,https://www.youtube.com/watch?v=MdG0Vw9f1A4,knowledgegate by sanchit sir,https://www.youtube.com/channel/UCA6yfpYhy5sWMjRGOT-OAIQ,MdG0Vw9f1A4,1,category,cat-v1,0.6,27
77 merge sort in data structure  sorting algorithms dsa full course,https://www.youtube.com/watch?v=jlHkDBEumP0,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,jlHkDBEumP0,1,category,cat-v1,0.6,27
l49 prims algorithm for minimum cost spanning tree  prims vs kruskal,https://www.youtube.com/watch?v=_KX8GDvRzBc,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,_KX8GDvRzBc,1,category,cat-v1,0.6,27
quick sort in 4 minutes,https://www.youtube.com/watch?v=Hoixgm4-P4M,michael sambol,https://www.youtube.com/channel/UCzDJwLWoYCUQowF_nG3m5OQ,Hoixgm4-P4M,1,category,cat-v1,0.6,27
24 linked list implementation in cc  creation and display  dsa tutorials,https://www.youtube.com/watch?v=6wXZ_m3SbEs,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,6wXZ_m3SbEs,1,category,cat-v1,0.6,27
l61 what is hashing with example  hashing in data structure,https://www.youtube.com/watch?v=W5q0xgxmRd8,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,W5q0xgxmRd8,1,category,cat-v1,0.6,27
data structures  algorithms 1  what are data structures,https://www.youtube.com/watch?v=bum_19loj9A,cs dojo,https://www.youtube.com/channel/UCxX9wt5FWQUAAz4UrysqK9A,bum_19loj9A,1,category,cat-v1,0.6,27
36 infix to postfix using stack  data structure and algorithm,https://www.youtube.com/watch?v=PAceaOSnxQs,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,PAceaOSnxQs,1,category,cat-v1,0.6,27
91 knuthmorrispratt kmp string matching algorithm,https://www.youtube.com/watch?v=V5-7GzOfADQ,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,V5-7GzOfADQ,1,category,cat-v1,0.6,27
74 insertion sort algorithm explanation with c program data structure tutorials,https://www.youtube.com/watch?v=yCxV0kBpA6M,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,yCxV0kBpA6M,1,category,cat-v1,0.6,27
44 bellman ford algorithm  single source shortest path  dynamic programming,https://www.youtube.com/watch?v=FtN3BYH2Zes,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,FtN3BYH2Zes,1,category,cat-v1,0.6,27
binary tree in data structures  all about binary tree  dsa course,https://www.youtube.com/watch?v=-DzowlcaUmE,apna college,https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA,-DzowlcaUmE,1,category,cat-v1,0.6,27
211 recurrence relation tn tn1  1 1,https://www.youtube.com/watch?v=4V30R3I1vLI,abdul bari,https://www.youtube.com/channel/UCZCFT11CWBi3MHNlGf019nw,4V30R3I1vLI,1,category,cat-v1,0.6,27
introduction to big o notation and time complexity data structures  algorithms 7,https://www.youtube.com/watch?v=D6xkbGLQesk,cs dojo,https://www.youtube.com/channel/UCxX9wt5FWQUAAz4UrysqK9A,D6xkbGLQesk,1,category,cat-v1,0.6,27
introduction to linked list,https://www.youtube.com/watch?v=R9PTBwOzceo,neso academy,https://www.youtube.com/channel/UCQYMhOMi_Cdj1CEAU-fv80A,R9PTBwOzceo,1,category,cat-v1,0.6,27
61 graph representation in data structuregraph theoryadjacency matrix and adjacency list,https://www.youtube.com/watch?v=5hPfm_uqXmw,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,5hPfm_uqXmw,1,category,cat-v1,0.6,27
613 dijkstra algorithm  single source shortest path greedy method,https://www.youtube.com/watch?v=smHnz2RHJBY,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,smHnz2RHJBY,1,category,cat-v1,0.6,27
data structures and algorithms for beginners,https://www.youtube.com/watch?v=BBpAmxU_NQo,programming with mosh,https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA,BBpAmxU_NQo,1,category,cat-v1,0.6,27
l43 huffman coding algorithm in hindi with example  greedy techniquesalgorithm,https://www.youtube.com/watch?v=uDS8AkTAcIU,gate smashers,https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw,uDS8AkTAcIU,1,category,cat-v1,0.6,27
73 bubble sort algorithm data structures tutorials,https://www.youtube.com/watch?v=o4bAoo_gFBU,jennys lectures cs it,https://www.youtube.com/channel/UCM-yUTYGmrNvKOCcAl21g3w,o4bAoo_gFBU,1,category,cat-v1,0.6,27
dijkstras algorithm in 3 minutes,https://www.youtube.com/watch?v=_lHSawdgXpI,michael sambol,https://www.youtube.com/channel/UCzDJwLWoYCUQowF_nG3m5OQ,_lHSawdgXpI,1,category,cat-v1,0.6,27
the best language for dsa ‍,https://www.youtube.com/watch?v=sJtgDXBu1is,codewithharry,https://www.youtube.com/channel/UCeVMnSShP_Iviwkknt83cww,sJtgDXBu1is,1,category,cat-v1,0.6,27
